"금연구역명",금연구역범위상세,시도명,시군구명,금연구역구분,금연구역지정근거명,금연구역면적,위반과태료,위반신고전화번호,소재지도로명주소,소재지지번주소,관리기관명,위도,경도,데이터기준일자
"안집",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 웅촌면 곡천검단로 123,,울산광역시 울주군보건소,35.459095,129.195761,2019-09-18
"더한마음",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,"울산광역시 울주군 상북면 석남로 556, 2층",,울산광역시 울주군보건소,35.617471,129.039706,2019-09-18
"맛있는김밥",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 온양읍 태화8길 57,,울산광역시 울주군보건소,35.415192,129.281289,2019-09-18
"차마루",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 삼남면 교동로 85,,울산광역시 울주군보건소,35.554496,129.132723,2019-09-18
"철판",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,"울산광역시 울주군 범서읍 평천길 57, A동 1층",,울산광역시 울주군보건소,35.564077,129.227181,2019-09-18
"밀양식당",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,"울산광역시 울주군 삼남면 중남2길 5, 1층",,울산광역시 울주군보건소,35.537625,129.108984,2019-09-18
"푸르지오 김밥",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,"울산광역시 울주군 범서읍 대리2길 47, 1층",,울산광역시 울주군보건소,35.569819,129.244676,2019-09-18
"원감자탕",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 범서읍 점촌4길 49,,울산광역시 울주군보건소,35.570428,129.240681,2019-09-18
"울산축산농협한우프라자언양점(2층)",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,"울산광역시 울주군 언양읍 반구대로 1138, 2층",,울산광역시 울주군보건소,35.591162,129.134331,2019-09-18
"울산축산농협한우프라자언양점(지하1층)",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,"울산광역시 울주군 언양읍 반구대로 1138, 지하1층",,울산광역시 울주군보건소,35.591162,129.134331,2019-09-18
9.0삼겹살,시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,"울산광역시 울주군 범서읍 점촌3길 10-4, 103호 (엔와이)",,울산광역시 울주군보건소,35.573881,129.240834,2019-09-18
"소담치킨(온산점)",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,"울산광역시 울주군 온산읍 온덕3길 35, 1층",,울산광역시 울주군보건소,35.436182,129.310796,2019-09-18
"뚱이참숯구이(언양)",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,"울산광역시 울주군 언양읍 웃방천3길 6, 1층",,울산광역시 울주군보건소,35.567418,129.110509,2019-09-18
"구이구이포차",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 삼남면 교동로 115,,울산광역시 울주군보건소,35.552019,129.130723,2019-09-18
"바다의꿈",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,"울산광역시 울주군 서생면 나사해안길 123, I동 1,2층",,울산광역시 울주군보건소,35.353889,129.345385,2019-09-18
"남도돼지국밥(상북)",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 상북면 장성2길 10,,울산광역시 울주군보건소,35.612431,129.072593,2019-09-18
"모창칼국수",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,"울산광역시 울주군 서생면 위양로 539, 1층",,울산광역시 울주군보건소,35.399803,129.312606,2019-09-18
"고향옻닭삼계탕",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 온양읍 대운길 38,,울산광역시 울주군보건소,35.412872,129.281572,2019-09-18
"순곱이네온산덕신점",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,"울산광역시 울주군 온산읍 신온3길 11, 1층",,울산광역시 울주군보건소,35.430866,129.309807,2019-09-18
"더블유(W)",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,"울산광역시 울주군 온산읍 온덕5길 1, 1층",,울산광역시 울주군보건소,35.436232,129.310356,2019-09-18
"양동순두부(덕하)",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 청량읍 덕하로 218,,울산광역시 울주군보건소,35.490461,129.304129,2019-09-18
"수경식당",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,"울산광역시 울주군 청량읍 덕하장터길 16, 1층",,울산광역시 울주군보건소,35.491161,129.306774,2019-09-18
"와이바",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,"울산광역시 울주군 온양읍 태화9길 6, 1층",,울산광역시 울주군보건소,35.412238,129.279305,2019-09-18
"오복가",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 온산읍 원신온1길 3,,울산광역시 울주군보건소,35.433681,129.312848,2019-09-18
"꼬꼬마김밥",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 삼남면 봉화로 44,,울산광역시 울주군보건소,35.558806,129.115354,2019-09-18
"대독장",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,"울산광역시 울주군 범서읍 점촌1길 18-3, 1층",,울산광역시 울주군보건소,35.575572,129.239149,2019-09-18
"고향가마솥국밥",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,"울산광역시 울주군 청량읍 온산로 731, 1층",,울산광역시 울주군보건소,35.492367,129.306937,2019-09-18
"맛갈장어추어탕",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,"울산광역시 울주군 온양읍 남창3길 7, 1층",,울산광역시 울주군보건소,35.417651,129.281471,2019-09-18
"진부령황태",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,"울산광역시 울주군 청량읍 상보두현길 53-1, 1층",,울산광역시 울주군보건소,35.526338,129.251776,2019-09-18
"밥이랑고기랑",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 온양읍 남창2길 34,,울산광역시 울주군보건소,35.417233,129.282588,2019-09-18
"장터마당",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 온양읍 남창장터길 16-3,,울산광역시 울주군보건소,35.4157995,129.282609,2019-09-18
"동네방네",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,"울산광역시 울주군 언양읍 동문길 40, 2층",,울산광역시 울주군보건소,35.567331,129.124849,2019-09-18
"술통",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 언양읍 웃방천1길 11,,울산광역시 울주군보건소,35.566789,129.111206,2019-09-18
"현이네누들떡볶이",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,"울산광역시 울주군 온산읍 온덕2길 21-3, 1층",,울산광역시 울주군보건소,35.434945,129.310192,2019-09-18
"치킨더홈",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 삼남면 봉화로 44,,울산광역시 울주군보건소,35.558806,129.115354,2019-09-18
"미성왕만두국밥",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,"울산광역시 울주군 온산읍 온덕2길 13, 1동",,울산광역시 울주군보건소,35.434691,129.310364,2019-09-18
"설레임",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,"울산광역시 울주군 온산읍 용방소길 19, 1층",,울산광역시 울주군보건소,35.427397,129.307174,2019-09-18
"동태전문점",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,"울산광역시 울주군 온산읍 덕남로 33, 1층",,울산광역시 울주군보건소,35.431962,129.310133,2019-09-18
"황금알",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,"울산광역시 울주군 온양읍 남창강변로 17, 1층",,울산광역시 울주군보건소,35.416771,129.278672,2019-09-18
24시언양돼지국밥,시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 언양읍 언양로 127,,울산광역시 울주군보건소,35.557618,129.139438,2019-09-18
"숟가락젓가락(나루터)",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 서생면 나루터길 5,,울산광역시 울주군보건소,35.385698,129.341002,2019-09-18
"도담(웅촌)",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 청량읍 웅촌로 1231-4,,울산광역시 울주군보건소,35.527156,129.245031,2019-09-18
"열리지레스토랑",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,"울산광역시 울주군 서생면 해맞이로 895-42, 2동 1층",,울산광역시 울주군보건소,35.352097,129.323143,2019-09-18
"들꽃",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 삼동면 보삼길 132,,울산광역시 울주군보건소,35.488795,129.116732,2019-09-18
"향미원",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,"울산광역시 울주군 웅촌면 서리길 3, 1층",,울산광역시 울주군보건소,35.458232,129.176755,2019-09-18
"낭만꼬끼오",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,"울산광역시 울주군 범서읍 대리2길 47, 1층",,울산광역시 울주군보건소,35.569819,129.244676,2019-09-18
"온산밀면",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,"울산광역시 울주군 온산읍 신온5길 1, 1층",,울산광역시 울주군보건소,35.429811,129.307367,2019-09-18
"천상모모",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,"울산광역시 울주군 범서읍 천상5길 22-6, 111동 101호 (청구제네스상가)",,울산광역시 울주군보건소,35.561888,129.224356,2019-09-18
"해물돼지찌게&불고기",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,"울산광역시 울주군 온산읍 산암로 19, 2층",,울산광역시 울주군보건소,35.438516,129.333026,2019-09-18
"옛날잔치국수",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,"울산광역시 울주군 언양읍 동문길 97-13, 1층",,울산광역시 울주군보건소,35.563204,129.125421,2019-09-18
"대구반야월막창(언양)",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,"울산광역시 울주군 범서읍 천상5길 6-8, 1층",,울산광역시 울주군보건소,35.563326,129.223904,2019-09-18
"옛날왕손짜장",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,"울산광역시 울주군 웅촌면 고연로 148, 가동 1층",,울산광역시 울주군보건소,35.442019,129.172885,2019-09-18
"통큰족발",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,"울산광역시 울주군 범서읍 점촌5길 15, 1층",,울산광역시 울주군보건소,35.569635,129.241485,2019-09-18
"부성식당",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,"울산광역시 울주군 언양읍 동문길 97-9, 1층",,울산광역시 울주군보건소,35.563189,129.125232,2019-09-18
